,ПРАЙС CASTROMIR ОБЩИЙ,,
12,"Молоко ""LACTEL"" 3,2% 1л",845.3,Казахстан
13,"Молоко ""MIDORI"" кокосовое ж/б 18% 0,4кг",1166.3,Россия
14,"Молоко ""АЯ"" 2,5% 0,9л",460.1,Казахстан
15,"Молоко ""АЯ"" 3,2% 0,9л",524.3,Казахстан
16,"Молоко ""АЯ"" 6% 0,9л",577.8,Казахстан
17,"Молоко ""Милко Во"" 2,5% 0.9л",438.7,Казахстан
18,"Молоко ""Милко Во"" 3,2% 0.9л",444.05,Казахстан
19,"Молоко ""НОВЫЙ ДЕНЬ"" 2,5% 1л",695.5,Казахстан
20,"Молоко ""НОВЫЙ ДЕНЬ"" 3,2% 1л",749,Казахстан
21,"Молоко ""НОВЫЙ ДЕНЬ"" 6% 1л",866.7,Казахстан
22,"Молоко ""ПЕТРОПАВЛОВСКОЕ"" 2,5% 0,9л",513.6,Казахстан
23,"Молоко ""ПЕТРОПАВЛОВСКОЕ"" 3,2% 0,9л",556.4,Казахстан
24,"Молоко ""ПЕТРОПАВЛОВСКОЕ"" 6% 0,9л",652.7,Казахстан
25,"Молоко ""ПРОСТО"" 2.5%",609.9,Казахстан
26,"Молоко ""ПРОСТО"" 3,2%",620.6,Казахстан
27,"Молоко ""ПРОСТО"" 6%",668.75,Казахстан
28,"Молоко ""ШАДРИНСКОЕ"" т/п 0,5л",984.4,Казахстан
29,"Молоко ""ШАДРИНСКОЕ"" т/п 1л",1808.3,Казахстан
30,"Молоко сухое ""ЛЕДИ"" 0,5кг",1540.8,Корея
31,"Молоко сухое ""ФРИМА"" 0,5кг",1658.5,Корея
32,"Сливки ""CREAMART"" 20% 1л",1765.5,Россия
33,"Сливки ""HALTA"" 29,2% 1л",2889,Латвия
34,"Сливки ""KALLEH"" 33% 1л",3017.4,Иран
35,"Сливки ""MASTER GOURMET"" 24% 1л",3391.9,Италия
36,"Сливки ""PURATOS"" Виппак 1л 27%",1915.3,Россия
37,"Сливки ""PURATOS"" Шантипак 27% 1л",1968.8,Россия
38,"Сливки ""Б.М.К."" 33% 1л",3317,Россия
39,"Сливки ""МОЛОЧНЫЙ ГОСТИНЕЦ"" 33% 1л",3327.7,Беларусь
40,"Сливки ""ПЕТРОПАВЛОВСКИЕ"" 20% 0,5л",1348.2,Казахстан
41,"Сливки ""ЧУДСКОЕ ОЗЕРО"" 33% 1л",3629.44,Россия
42,"Сливки взбитые ""HALTA"" 0.25",1658.5,Италия
43,"Сливки взбитые ""HULALA"" 0.25кг",1358.9,Италия
44,"Сливки взбитые ""MEGGLE"" 0,25кг",1583.6,Россия
45,"Сливки взбитые ""ФИТНЕС"" 0,25кг",2097.2,Россия
46,"Сливки кокосовые ""AROY-D"" ж/б 0,56л",3167.2,Таиланд
,"Сливки порционные ""АЛЬПЕНГУРТ""10%",,
47,,642,Россия
,10шт х 10гр,,
48,"Сметана ""PRESIDENT"" 20% 0,4кг",930.9,Казахстан
49,"Сметана ""СМЕТАНКИНО"" 1л",1262.6,Казахстан
50,"Сметана ""СМЕТАНКИНО"" 5кг",4066,Казахстан
51,Сметана 5л (в ассортименте),4333.5,Казахстан
52,"Творог ""PRESIDENT"" 9% 0,9кг",2364.7,Казахстан
53,"Творог ""ЧЕРНЫЙ ПРИНЦ"" 9% 5кг",7072.7,Казахстан
,МОРЕПРОДУКТЫ,,
1,Дорадо 400/600гр (вес),7885.9,Турция
2,"Икра лососевая ""ГОСТ"" 0,14 кг ж\б",1455.2,Россия
,"Икра лососевая зернистая ""ГОСТ"" 0,22 кг",,
3,,1722.7,Россия
,стекло,,
4,Кальмар тушка 1кг,2889,Россия
5,"Кольца кальмара ""AMIKO SEA FOOD"" 1кг",3028.1,Россия
6,"Кольца кальмара ""POLAR"" в панировке 1кг",4119.5,Россия
7,"Крабовое мясо""VICI"" белое 0,5кг",2214.9,Россия
8,"Крабовые палочки ""АТЛАНТИДА"" 0,19кг",342.4,Россия
9,"Крабовые палочки ""ДУША ОКЕАНА"" 0,5кг",1540.8,Россия
,"Крабовые палочки ""Сочный краб"" САНТА",,
10,,1819,Россия
,БРЕМОР 0.5кг,,
11,Крабовые палочки (вес),1391,Россия
,"Крабовые палочки VICI ""Снежнай краб""",,
12,,1990.2,Россия
,0.5кг,,
13,"Креветки ""AMIKO"" 1,8кг 21\25 (ледблок)",12626,
14,"Креветки ""AMIKO"" 16\20 очищенные 1кг",4429.8,Индия
15,"Креветки ""ELITFISH"" 1,8кг 21\25 (ледблок)",10464.6,
16,"Креветки ""FISH BASKET"" очищенные 1кг",4429.8,
17,"Креветки ""RISMA"" 26\30 без головы 1.8кг",11663,Эквадор
18,"Креветки ""RISMA"" очищенные 31/40 1кг",8025,Россия
,"Креветки ""ZAMAN HORECA"" 31\35 1,8кг",,
19,,11235,
,(лед блок),,
20,Креветки ( бланш) 100/200,3531,
,Креветки бланшированные премиум16/20,,
21,,7383,Китай
,1кг,,
,Креветки бланшированные эконом 16\20,,
22,,4429.8,Китай
,1кг,,
23,"Креветки королевские""VICI"" 50/70 (вес)",3745,Россия
24,"Креветки пивные ""POLAR"" 120+ 5кг",6034.8,Россия
25,"Креветки тигровые ""ЭКОНОМ"" 16/20 1кг",3638,Россия
26,Мидии в полустворке 1кг,2782,Россия
27,Мидии целые вакум 1кг,4686.6,Россия
28,Морской коктейль 1кг,2247,Россия
29,Морской язык с/м (вес),1819,Россия
30,Осьминоги Бэби (крупные)1кг,4708,Россия
31,"Сельдь филе в масле ""ROKOS"" 0,5кг",1926,Россия
32,"Сельдь филе под шубу ""ROKOS"" 0,5кг",1851.1,Россия
33,Семга 10-12 кг (вес),9072,Норвегия
34,Семга 12-14кг (вес),10011.6,Норвегия
35,Семга 14+ (вес),9504,Норвегия
36,Семга 5-6кг (вес),6480,Норвегия
37,Семга 6-7кг (вес),6696,Норвегия
38,Семга 7-8кг (вес),7020,Норвегия
39,Семга 8-9 кг (вес),7700.4,Норвегия
40,Семга 9+кг (вес),7344,Норвегия
41,Семга с/с пласт (вес),9936,Норвегия
42,Семга свежая пласт кг (вес),10000.8,Норвегия
43,Семга х\к (вес),9936,Норвегия
44,Сибас 300/400гр,8208,Турция
45,Судак филе средний (вес),2862,Казахстан
46,Тилапия филе 1кг,2592,Китай
47,Тунец филе с/м (вес),12420,Россия
48,Форель радужная 300/400гр,5594.4,Турция
,МУКА И МУЧНЫЕ ИЗДЕЛИЯ,,
1,Кляр мука Корея,2354,Корея
2,Лаваш 50шт,2771.3,Казахстан
3,"Лапша KEKESHI ""Egg noodle"" 0.3кг",428,Китай
4,"Лапша KEKESHI ""Udon"" 0,3кг",535,Китай
5,"Лапша RISMA ""Soba"" 0,3кг",556.4,Китай
6,"Лапша КЭММИ ""Бесбармачная"" 0,25 кг",331.7,Казахстан
7,"Лапша КЭММИ ""Бесбармачная"" 0,45кг",770.4,Казахстан
8,"Лапша КЭММИ ""Жайма"" 0,2 кг",374.5,Казахстан
9,"Лапша КЭММИ ""Лапаша суповая"" 0,2кг",460.1,Казахстан
10,"Лапша кукси ""LION"" 0,7кг",1048.6,Китай
11,"Макароны "" ДАМИР"" короткие 5 кг",2589.4,
12,"Макароны ""ДАМИР"" вермишель 5кг",2589.4,Казахстан
13,"Макароны ""ДАМИР"" кривые 5кг",2653.6,Казахстан
14,"Макароны ""ДАМИР"" паутинка 5кг",2653.6,Казахстан
15,"Макароны ""ДАМИР"" перья 5 кг",2653.6,Казахстан
16,"Макароны ""ДАМИР"" ракушки 5 кг",2653.6,Казахстан
17,"Макароны ""ДАМИР"" рожки 5кг",2584.05,Казахстан
18,"Макароны ""ДАМИР"" спираль 5кг",2653.6,Казахстан
19,"Макароны ""ДАМИР"" трубочки №15 5 кг",2589.4,Казахстан
20,"Макароны ""СУЛТАН"" 0,4кг (в ассортименте)",481.5,Казахстан
21,"Макароны ""СУЛТАН"" 1,6кг (в ассортименте)",1872.5,Казахстан
22,"Макароны BARILLA ""Bavette №13"" 0.5кг",749,Италия
23,"Макароны BARILLA ""Calintali"" 0,45кг",2033,Италия
24,"Макароны BARILLA ""Farfale №65"" 0,45кг",973.7,Италия
25,"Макароны BARILLA ""Fettuccine №166"" 0,5кг",1979.5,Италия
26,"Макароны BARILLA ""Fizulli №98"" 0,45кг",963,Италия
27,"Макароны BARILLA ""Lazagne №189"" 0,5кг",1637.1,Италия
28,"Макароны BARILLA ""Mafaldine №217"" 0,5кг",2011.6,Италия
,"Макароны BARILLA ""Mezze Penne Tricolore",,
29,,2022.3,Италия
,"№ 170"" 0.5кг",,
,"Макароны BARILLA ""Pappardele №176""",,
30,,1786.9,Италия
,"0,25кг",,
31,"Макароны BARILLA ""Penne №73"" 0,45кг",802.5,Италия
32,"Макароны BARILLA ""RISONI №26"" 0,45кг",802.5,Италия
33,"Макароны BARILLA ""Spagetti №5"" 0,5кг",738.3,Италия
34,"Макароны BARILLA ""Tagliatelle №16"" 0,5кг",2011.6,Италия
35,"Макароны BARILLA ""Tortigliobe №83"" 0,45кг",802.5,Италия
,"Макароны DE CECCO ""Fettuccine №233""",,
36,,2675,Италия
,0.5кг,,
37,"Макароны DE CECCO ""FUZILLI №34"" 0,5кг",1765.5,Англия
38,"Макароны DE CECCO ""Spaghetti №12"" 0,5кг",1947.4,Англия
,"Макароны DE CECCO ""Tagliatelle №203""",,
39,,2568,Англия
,"0,5кг",,
40,"Макароны GRAND PASTA ""Fettuccine 0.5кг",845.3,Турция
41,"Макароны GRAND PASTA ""Spaghetti"" 0,45кг",460.1,Турция
,"Макароны GRANORO ""Fettuccine №82""",,
42,,1786.9,Турция
,"0,5кг",,
,"Макароны GRANORO ""Lingue di Passero",,
43,,984.4,Италия
,"№3"" 0,5кг",,
,"Макароны GRANORO ""Penne rigate",,
44,,802.5,Италия
,"tricolore №231"" 0,5кг",,
,"Макароны GRANORO ""Penne rigate №26""",,
45,,802.5,Италия
,"0,5кг",,
46,"Макароны GRANORO ""Spaghetti №13"" 0,5кг",888.1,Италия
47,"Макароны GRANORO ""Spaghetti №14"" 0,5 кг",909.5,Италия
48,"Макароны GRANORO ""Spaghetti №16"" 0,5 кг",909.5,Италия
,"Макароны GRANORO ""Spiralli Grandi",,
49,,770.4,Италия
,"№100"" 0,5кг",,
,"Макароны GRANORO ""Tagliatelle Verdi",,
50,,1786.9,Италия
,"№80"" 0,5 (со шпинатом)",,
,"Макароны GRANORO ""Tagliatelle №81""",,
51,,1722.7,Италия
,"0,5кг",,
,"Макароны LE BONTA DEL CASALE ""Spaghetti",,
52,,3327.7,Италия
,"Nero"" 0,3 кг",,
53,"Макароны ЛИЯ ""Лапша яичная"" 0,4кг",449.4,Казахстан
54,"Макароны"" ДАМИР"" особые 5 кг",2589.4,Казахстан
55,"Маккроны ""ДАМИР"" трубочки 5кг",2584.05,Казахстан
56,"Мука ""100 ПУДОВ"" 1\с 10кг",4238.27,Казахстан
57,"Мука ""100 ПУДОВ"" 1\с 50кг",12305,Казахстан
58,"Мука ""100 ПУДОВ"" 1\с 5кг",1498,Казахстан
59,"Мука ""100 ПУДОВ"" в\с 10кг",4280,Казахстан
60,"Мука ""100 ПУДОВ"" в\с 25 кг",9159.2,Казахстан
61,"Мука ""100 ПУДОВ"" в\с 50кг",17965.3,Казахстан
62,"Мука ""100 ПУДОВ"" в\с 5кг",2214.9,Казахстан
63,"Мука ""100 пудов"" 1\с 25кг",6505.6,Казахстан
64,"Мука ""ЦЕСНА"" 1\с 50 кг",13000.5,Казахстан
65,"Мука ""ЦЕСНА"" в\с 25 кг",9234.1,Казахстан
66,"Мука ""Цесна"" в\с 10кг",4387,Казахстан
67,"Мука гречневая ""7 КАЗЫНА"" 1кг",861.35,Казахстан
68,"Мука из зеленой гречки ""7 КАЗЫНА"" 1кг",1358.9,Казахстан
69,"Мука кукурузная ""7 КАЗЫНА"" 1кг",738.3,Казахстан
70,"Мука нутовая ""7 КАЗЫНА"" 1кг",1337.5,Казахстан
71,"Мука овсяная ""7 КАЗЫНА"" 1кг",866.7,Казахстан
72,"Мука ржаная ""7 КАЗЫНА"" 1кг",438.7,Казахстан
73,"Мука рисовая ""7 КАЗЫНА"" 1кг",984.4,Казахстан
74,"Мука темпурная ""KANESHIRO"" 1кг",1358.9,Китай
75,"Мука темпурная ""ЯПОША"" 1кг",802.5,Китай
76,Мука темпурная KANESHIRO 5 кг,4494,Китай
77,"Мука цельнозерновая ""7 КАЗЫНА"" 1кг",492.2,Казахстан
78,"Мука"" ЦЕСНА"" в/с2 кг",834.6,Казахстан
79,"Мучная смесь ""OSHI"" темпура 18кг",9309,Россия
80,"Спагетти ""ДАМИР"" 2кг",1059.3,Казахстан
81,"Спагетти ""ДАМИР"" 5кг",2685.7,Казахстан
82,"Спагетти ""СУЛТАН"" 0,4кг",481.5,Казахстан
83,"Спагетти ""СУЛТАН"" 1,6кг",1744.1,Казахстан
84,"Спагетти ""ЦЕСНА"" 1,6кг",1417.75,Казахстан
85,"Тесто слоеное ""ВИШНЯ"" 0,9кг",1070,Казахстан
86,Тортилья пшеничные 10шт,1230.5,Казахстан
,МЯСО ПТИЦЫ,,
1,Бедро куриное в подложке (вес),1870,Казахстан
2,Бедро куриное монолит (вес),1452,Казахстан
3,Голень индейки с/м,1320,Россия
4,Голень куриная Америка 15кг (монолит),27170,США
5,Голень куриная в подложке,1903,Казахстан
6,Голень монолит (вес),1650,
7,Грудка индейки с/м вакуум,3795,Россия
8,Крыло куриное в подложке,2097.6,Казахстан
9,Крыло куриное монолит (вес),1751.5,Россия
10,Курица табака,1485,Россия
11,"Курица тушка 1,4-1,7кг",1749,Россия
12,Окорочка KZ монолит (вес),1468.8,Казахстан
13,Окорочка Бразилия крупные монолит (вес),1606,Бразилия
14,Окорочка США 15 кг,29097.6,США
15,Тушка перепелки (вес),4312,Казахстан
16,"Филе Индейки с/м ""ПАВЛОДАРСКАЯ"" (вес)",4513.6,Россия
17,Филе Утки с/м,1658.5,Китай
18,Филе куриное в подложке (вес),2339.1,Казахстан
19,Филе куриное кг монолит (вес),2086.2,Китай
20,Цыпленок корнишон (вес),3102,Казахстан
21,Яйца перепелинные 20шт,799.4,Казахстан
22,Яйцо 30шт С-1,2277,Казахстан
23,Яйцо Казгер C1 30шт,2090,Казахстан
,ПОЛУФАБРИКАТЫ И КАРТОФЕЛЬНЫЕ ИЗДЕЛИЯ,,
1,"Батат сладкий ""FARM"" 2кг",7452,Белгия
2,"Дольки картоф.""ТРИУМФ"" 2,5 кг.",3229.2,Россия
3,"Дольки картофельные ""AVIKO"" 2,5кг",3942,Нидерланды
4,"Дольки картофельные ""FARM"" 2.5кг",3348,Англия
5,"Картофель ""AVIKO"" Хашбраун 2,5кг",4660.2,Белгия
6,"Картофель пай ""HROOM"" 0,07кг",453.6,Россия
7,"Картофель сладкий Батат 2,5кг",7884,Россия
8,"Картофельные лодочки ""FARM"" 2кг",4201.2,Белгия
9,"Лодочки картофельные ""AVIKO"" 2кг",3726,Бельгия
10,Луковые кольца 1кг,2430,Россия
11,"Наггетсы куриные ""СЕРВОЛЮКС"" 2кг",4806,Россия
12,"Наггетсы куриные 1,5кг",3088.8,Россия
13,"Фри ""FARM"" 10мм 2,5кг.",3952.8,Белгия
14,"Фри ""FRY ME"" 9мм 2.5кг",2484,
15,"Фри ""KDHY"" (7мм) 2кг",2937.6,Китай
16,"Фри ""KDHY"" (9мм) 2кг",2052,Китай
17,"Фри ""MFS"" (9мм) 2.5кг",2484,Китай
18,"Фри ""ROYAL CHEF"" (9мм) 2.5кг",2613.6,Китай
19,"Фри ""STEALTH FRIES"" 9мм 2кг",1987.2,
20,"Фри ""АVIKO"" 7мм 2,5кг.",3855.6,Белгия
21,"Фри ""АVIKO"" 9,5мм 2,5кг.",3564,Белгия
22,"Фри ""ТРИУМФ"" 6мм 2,5кг",2673,Россия
23,"Фри ""ТРИУМФ"" 9мм 2,5 кг.",2486,Россия
24,"Фри AMIKO ""Golden Crunch"" 7мм 2.5кг",2675,Китай
25,"Хашбраун ""FARM"" 2.5 кг",5842.2,
26,"Хашбраун овальный ""FARM"" 2.5 кг",5959.9,Россия
27,"Шарики картофельные ""AMIKO"" 2кг",2268,Китай
28,"Шарики картофельные ""AVIKO"" 2.5кг",5335.2,Нидерланды
,ПРИПРАВЫ И СПЕЦИИ,,
1,"Бульон ""MAGGI"" говяжий на косточке 48шт",1404,Россия
2,"Бульон ""MAGGI"" золотой куриный 48шт",1404,Россия
3,"Бульон ""MAGGI"" на косточке 75 гр",496.8,Россия
4,"Бульон ""РОЛЛТОН"" говяжий 90гр",205.2,Россия
5,"Бульон ""РОЛЛТОН"" куринный 90гр",205.2,Италия
6,"Бульон ""РОЛЛТОН"" универсальный 90гр",205.2,Россия
7,"Бульон говядина ""KNORR"" 2 кг",7020,Германия
8,"Бульон говяжий ""KNORR"" 5кг",17280,Германия
9,"Бульон грибной ""KNORR"" 2 кг",11340,Германия
10,"Бульон демигласс порошок ""KNORR"" 1кг",8100,Германия
11,"Бульон куринный ""KNORR"" 5кг",17636.4,Германия
12,"Бульон куриный ""KNORR"" 1кг",7020,Германия
13,"Бульон куриный ""KNORR"" 2 кг",4860,Германия
14,"Бульон порошок демигласе 1,5 кг",14580,Турция
,"Бульонные кубики ""GALLINA BLANCA""",,
15,,1350,Россия
,говядина 10гр*48шт,,
,"Бульонные кубики ""GALLINA BLANCA""",,
16,,1350,Россия
,грибной 10гр*48шт,,
,"Бульонные кубики ""GALLINA BLANCA""",,
17,,1350,Россия
,куриный 10гр*48шт,,
18,"Ванилин ""АСЫЛ HORECA"" 1 кг",2926.8,Россия
19,"Горчица ""HEINZ"" 2л",4806,США
,"Горчица ""МАХЕЕВ"" зернистая 0,19кг",,
20,,594,Россия
,(стекло),,
,"Горчица ""МАХЕЕВ"" зернистиая 0,14кг",,
21,,367.2,Россия
,(мягкая упаковка),,
,"Горчица ""МАХЕЕВ"" паста 0,14кг (мягкая",,
22,,291.6,Россия
,упаковка),,
23,"Горчица ""МАХЕЕВ"" паста 0,19кг (стекло)",496.8,Россия
24,"Горчица ""ОМЕГА"" порошок 1 кг",1404,Казахстан
25,Горчица Русская Махеев стекло 190гр,399.6,
,"Горчица дижонская ""Covinor"" 0,37кг",,
26,,1566,Франция
,(стекло),,
27,"Горчица дижонская ""Covinor"" 1кг (стекло)",3780,Франция
,"Горчица дижонская зернистая ""Covinor""",,
28,,3790.8,Франция
,1кг (стекло),,
29,Горчица сухая зерно 1кг,3105,Россия
30,"Дрожжи ""LUX"" сырые 1кг",810,Россия
31,"Дрожжи ""PAKMAYA"" 0,05кг",216,Казахстан
32,"Дрожжи ""PAKMAYA"" 0,45кг",1350,Казахстан
33,"Желатин ""ОМЕГА"" 15гр",270,Россия
34,Кляр для крылышек 1кг,2808,
35,"Кокосовая стружка ""АСЫЛ"" 0,45кг",2080.08,Казахстан
,"Крахмал картофельный ""СЛАДКИЕ",,
36,,885.6,Россия
,"МЕЧТЫ"" 1кг",,
,"Крахмал кукурузный ""СЛАДКИЕ МЕЧТЫ"" 1",,
37,,810,Россия
,кг,,
38,"Кристалики ""ЛОТОС"" 0,4кг",216,Китай
39,"Кристалики Лотос ""ЮНН"" оригинал 0,4кг",810,Китай
40,Кунжут белый 1кг (вес),1782,Узбекистан
41,Кунжут черный 1кг (вес),3043.44,Узбекистан
42,Лавровый лист 50гр,410.4,Россия
43,"Лемонграсс сушеный ""GENSO"" 0.1кг",2732.4,Таиланд
44,Лимонная кислота 1кг,1296,Россия
45,"Лук жареный ""MANESK"" 1кг",3564,Россия
46,"Лук жареный ""MORTAS"" 1кг",3564,Китай
47,"Мак ""СЛАДКИЕ МЕЧТЫ"" 1кг",3045.6,Россия
48,Орегано 1 кг,2376,Узбекистан
49,Орегано Santa-Maria 65 гр.,3726,США
50,Паприка 1кг,1026,Узбекистан
51,"Паприка копченная ""SANTA-MARIA"" 0,5кг",8073,США
52,"Перец красный ""ROYAL"" 1кг",2592,Россия
53,"Перец красный ""АСЫЛ"" 1кг",2592,Россия
54,"Перец красный молотый ""ШЕФ"" 1кг",1674,Россия
55,"Перец черный ""АСЫЛ"" 1кг",2851.2,Россия
56,"Перец черный молотый ""ROYAL"" 1кг",2700,Россия
57,"Перец черный молотый ""ОРДА"" 1кг",2376,Россия
58,"Перец черный молотый ""ШЕФ"" 1кг",1944,Россия
59,"Приправа ""SANTA-MARIA"" ПАПРИКА 0,34кг",8078.4,США
,"Приправа ""SANTA-MARIA"" Стейкхауз 0,565",,
60,,8818.2,США
,кг,,
,"Приправа ""SANTA-MARIA"" гриль-барбекю",,
61,,5994,США
,"0,61кг",,
,"Приправа ""SANTA-MARIA"" для курицы",,
62,,5464.8,США
,"0,65кг",,
63,"Приправа ""SANTA-MARIA"" для фри 0,8кг",5886,США
,"Приправа ""SANTA-MARIA"" лимонная к",,
64,,11804.4,США
,"рыбе 0,85кг",,
,"Приправа ""SANTA-MARIA"" смесь 5 перцов",,
65,,8078.4,США
,"0,19кг",,
66,"Приправа ""SANTA-MARIA"" чесночная 1кг",6264,США
67,"Приправа ""ПРИПРАВЫЧ"" 12 овощей 0,8кг",2214,Россия
68,"Приправа ""ХОНДА-ШИ"" рыбная 1кг",3564,Китай
69,"Приправа ""ЧИМ-ЧИМ"" для капусты",442.8,Россия
70,"Приправа ""ЧИМ-ЧИМ"" для моркови",486,Россия
71,"Приправа ""ЧИМ-ЧИМ"" для огурцов",442.8,Россия
72,"Приправа ""ЧИМ-ЧИМ"" для фунчозы",464.4,Россия
73,"Приправа 12 овощей ""ROYAL"" 450гр",1134,Россия
74,Приправа Дашида для мяса 1кг,3855.6,Китай
75,Приправа Дашида для рыбы 1кг,5616,Китай
76,Приправа Чикен Редракон 1кг,2862,Россия
77,"Приправа для гриля ""ROYAL"" 450гр",1188,Россия
78,"Приправа для курицы ""ROYAL"" 450гр",1188,Россия
79,"Приправа для рыбы ""ОМЕГА"" 0,02кг",86.4,Казахстан
80,"Приправа для шашлыка ""ROYAL"" 170гр",410.4,Россия
81,"Приправа для шашлыка ""ROYAL"" 450гр",1188,Россия
82,"Приправа универсальная ""ROYAL"" 125гр",388.8,Россия
83,"Приправа универсальная ""ROYAL"" 450гр",1134,Россия
84,"Приправа универсальная ""VEGETTA"" 0,3 кг",1074.6,Италия
85,"Приправа универсальная ""VEGETTA"" 1 кг",4104,Италия
86,"Разрыхлитель для мяса 0,05кг (маленький)",648,Китай
87,"Разрыхлитель для мяса 0,25кг (большой)",896.4,Китай
88,"Разрыхлитель теста ""АСЫЛ HoReCa"" 950гр.",1360.8,Казахстан
89,"Сахар тростниковый кусковой 0,5кг",1553.04,Россия
90,"Сахарная пудра ""СЛАДКИЕ МЕЧТЫ"" 1кг.",831.6,Казахстан
91,Сода пищевая 500гр,378,Казахстан
92,"Соевое мясо ""ЮНН"" 0,13кг",378,Китай
93,"Солод ""СЛАДКИЕ МЕЧТЫ"" 1кг",939.6,Казахстан
94,"Соль ""АРАЛ"" 1кг",151.2,Казахстан
95,Соль в ассортименте 1кг,118.8,Казахстан
,Соль пищевая морская крупная,,
96,,756,
,"""Атлантика"" 1 кг",,
,"Соль пищевая морская мелкая """,,
97,,712.8,
,"Атлантика""1 кг",,
98,Соль экстра 1кг,291.6,Россия
99,"Чеснок сухой ""ПРИПРАВЫЧ"" 0,6кг",3240,Россия
100,Чеснок сухой 1кг,1425.6,Узбекистан
,СИРОПЫ,,
1,"Сироп ""INCO BRAND"" банан 1 л",2354,Казахстан
2,"Сироп ""INCO BRAND"" манго -маракуйя 1л",2354,Казахстан
3,"Сироп ""INCO BRAND"" мохито 1 л",2354,Казахстан
4,"Сироп BARBADOS ""Абрикос"" 1л",2337.95,Казахстан
5,"Сироп BARBADOS ""Ананас"" 1л",2461,Казахстан
6,"Сироп BARBADOS ""Апельсин"" 1л",2461,Казахстан
7,"Сироп BARBADOS ""Арбуз"" 1л",2589.4,Казахстан
8,"Сироп BARBADOS ""Бабл гам"" 1л",2343.3,Казахстан
9,"Сироп BARBADOS ""Банан"" 1л",2589.4,Казахстан
10,"Сироп BARBADOS ""Барбарис"" 1л",2461,Казахстан
11,"Сироп BARBADOS ""Блю курасао"" 1л",2214.9,Казахстан
12,"Сироп BARBADOS ""Ваниль"" 1л",2461,Казахстан
13,"Сироп BARBADOS ""Вишня"" 1л",2589.4,Казахстан
14,"Сироп BARBADOS ""Ганат"" 1л",2461,Казахстан
15,"Сироп BARBADOS ""Гранат"" 1л",2589.4,Казахстан
16,"Сироп BARBADOS ""Грейпфрут"" 1л",2461,Казахстан
17,"Сироп BARBADOS ""Гренадин"" 1л",2461,Казахстан
18,"Сироп BARBADOS ""Груша"" 1л",2461,Казахстан
19,"Сироп BARBADOS ""Дыня"" 1л",2461,Казахстан
20,"Сироп BARBADOS ""Зеленое яблоко"" 1л",2354,Казахстан
21,"Сироп BARBADOS ""Имбирный пряник"" 1л",2589.4,Казахстан
22,"Сироп BARBADOS ""Имбирь"" 1л",2461,Казахстан
23,"Сироп BARBADOS ""Карамель"" 1л",2344.37,Казахстан
24,"Сироп BARBADOS ""Киви"" 1л",2589.4,Казахстан
25,"Сироп BARBADOS ""Киви-Лайм"" 1л",2589.4,Казахстан
26,"Сироп BARBADOS ""Клубника"" 1л",2589.4,
27,"Сироп BARBADOS ""Кокос"" 1л",2343.3,Казахстан
28,"Сироп BARBADOS ""Корица"" 1л",2343.3,Казахстан
29,"Сироп BARBADOS ""ЛИМОН"" 1л",2343.3,Казахстан
30,"Сироп BARBADOS ""Лайм"" 1л",2343.3,Казахстан
31,"Сироп BARBADOS ""Лесной орех"" 1л",2461,Казахстан
32,"Сироп BARBADOS ""Лесные Ягоды"" 1л",2589.4,Казахстан
33,"Сироп BARBADOS ""Малина"" 1л",2589.4,Казахстан
34,"Сироп BARBADOS ""Манго"" 1л",2589.4,Казахстан
35,"Сироп BARBADOS ""Манго-Маракуйя"" 1л",2589.4,Казахстан
36,"Сироп BARBADOS ""Мандарин"" 1л",2354,Казахстан
37,"Сироп BARBADOS ""Маракуйя"" 1л",2589.4,Казахстан
38,"Сироп BARBADOS ""Миндаль"" 1л",2461,Казахстан
39,"Сироп BARBADOS ""Мохито"" 1л",2343.3,Казахстан
40,"Сироп BARBADOS ""Мята"" 1л",2343.3,Казахстан
41,"Сироп BARBADOS ""Облепиха"" 1л",2589.4,Казахстан
42,"Сироп BARBADOS ""Огурец"" 1л",2461,Казахстан
43,"Сироп BARBADOS ""Персик"" 1л",2461,Казахстан
